,title,rating,ratings_total,price,link,category
0,Banana - each,4.4,5949.0,0.25,https://www.target.com/p/banana-each/-/A-15013944,Grocery
1,Avocado - each,4.2,2779.0,0.89,https://www.target.com/p/avocado-each/-/A-47095644,Grocery
2,Strawberries - 1lb Package,4.1,5172.0,5.29,https://www.target.com/p/strawberries-1lb-package/-/A-13208903,Grocery
3,Purified Drinking Water - 24pk/16.9 fl oz Bottles - Good & Gather&#8482;,4.7,4701.0,3.59,https://www.target.com/p/purified-drinking-water-24pk-16-9-fl-oz-bottles-good-gather-8482/-/A-54407104,Grocery
4,Purified Water - 128 fl oz (1gal) - Good &#38; Gather&#8482;,4.7,2525.0,1.19,https://www.target.com/p/purified-water-128-fl-oz-1gal-good-38-gather-8482/-/A-54444789,Grocery
5,Distilled Water - 128 fl oz (1gal) - Good &#38; Gather&#8482;,4.5,2748.0,1.19,https://www.target.com/p/distilled-water-128-fl-oz-1gal-good-38-gather-8482/-/A-54444818,Grocery
6,2% Reduced Fat Milk - 1gal - Good &#38; Gather&#8482;,4.6,2979.0,2.99,https://www.target.com/p/2-reduced-fat-milk-1gal-good-38-gather-8482/-/A-13276204,Grocery
7,Organic Bananas - 2lb,4.2,2126.0,1.49,https://www.target.com/p/organic-bananas-2lb/-/A-85759852,Grocery
8,Blueberries - 11.2oz,4.5,2311.0,3.19,https://www.target.com/p/blueberries-11-2oz/-/A-13208898,Grocery
9,Lime - each,4.6,1010.0,0.39,https://www.target.com/p/lime-each/-/A-15026731,Grocery
10,Grade A Large Eggs - 12ct - Good &#38; Gather&#8482; (Packaging May Vary),4.6,2526.0,3.59,https://www.target.com/p/grade-a-large-eggs-12ct-good-38-gather-8482-packaging-may-vary/-/A-14713534,Grocery
11,Lemon - each,4.7,1204.0,0.69,https://www.target.com/p/lemon-each/-/A-15013629,Grocery
12,Grade A Large Eggs - 18ct - Good &#38; Gather&#8482; (Packaging May Vary),4.6,2941.0,5.29,https://www.target.com/p/grade-a-large-eggs-18ct-good-38-gather-8482-packaging-may-vary/-/A-14713533,Grocery
13,Driscoll's Raspberries - 6oz Package,4.2,1635.0,3.59,https://www.target.com/p/driscoll-s-raspberries-6oz-package/-/A-13208899,Grocery
14,Shredded Mexican-Style Cheese - 8oz - Good &#38; Gather&#8482;,4.7,1494.0,2.29,https://www.target.com/p/shredded-mexican-style-cheese-8oz-good-38-gather-8482/-/A-54337113,Grocery
15,Campbell's Condensed Cream of Mushroom Soup - 10.5oz,4.7,2852.0,1.39,https://www.target.com/p/campbell-s-condensed-cream-of-mushroom-soup-10-5oz/-/A-14770109,Grocery
16,Diet Coke - 12pk/12 fl oz Cans,4.5,4644.0,6.99,https://www.target.com/p/diet-coke-12pk-12-fl-oz-cans/-/A-12953514,Grocery
17,Coca-Cola - 12pk/12 fl oz Cans,4.7,8958.0,6.99,https://www.target.com/p/coca-cola-12pk-12-fl-oz-cans/-/A-12953464,Grocery
18,Coca-Cola - 20 fl oz Bottle,4.7,8430.0,2.29,https://www.target.com/p/coca-cola-20-fl-oz-bottle/-/A-12953529,Grocery
19,Navel Orange - each,4.4,650.0,0.79,https://www.target.com/p/navel-orange-each/-/A-15026732,Grocery
20,smartwater - 20 fl oz Bottle,4.8,1482.0,2.39,https://www.target.com/p/smartwater-20-fl-oz-bottle/-/A-51494100,Grocery
21,Libby's 100% Pure Pumpkin - 15oz,4.1,948.0,2.79,https://www.target.com/p/libby-s-100-pure-pumpkin-15oz/-/A-14746100,Grocery
22,Thomas&#39; Plain Bagels - 20oz/6ct,4.8,1173.0,4.29,https://www.target.com/p/thomas-39-plain-bagels-20oz-6ct/-/A-12968882,Grocery
23,Baby-Cut Carrots - 1lb - Good &#38; Gather&#8482;,4.7,1416.0,0.99,https://www.target.com/p/baby-cut-carrots-1lb-good-38-gather-8482/-/A-54556735,Grocery
24,All Natural 93/7 Ground Beef - 1lb - Good &#38; Gather&#8482;,4.6,1065.0,6.69,https://www.target.com/p/all-natural-93-7-ground-beef-1lb-good-38-gather-8482/-/A-13288296,Grocery
25,Diet Coke - 20 fl oz Bottle,4.5,4317.0,2.29,https://www.target.com/p/diet-coke-20-fl-oz-bottle/-/A-12959161,Grocery
26,Half &#38; Half - 32 fl oz (1qt) - Good &#38; Gather&#8482;,4.7,881.0,2.59,https://www.target.com/p/half-38-half-32-fl-oz-1qt-good-38-gather-8482/-/A-54550900,Grocery
27,1% Low Fat Milk - 1gal - Good &#38; Gather&#8482;,4.6,825.0,2.99,https://www.target.com/p/1-low-fat-milk-1gal-good-38-gather-8482/-/A-13276131,Grocery
28,English Cucumber - each,4.4,817.0,1.59,https://www.target.com/p/english-cucumber-each/-/A-13219631,Grocery
29,Shredded Mozzarella Cheese - 8oz - Good & Gather&#8482;,4.7,1184.0,2.29,https://www.target.com/p/shredded-mozzarella-cheese-8oz-good-gather-8482/-/A-54337119,Grocery
30,Granulated Sugar - 4lbs - Good &#38; Gather&#8482;,4.7,1570.0,2.99,https://www.target.com/p/granulated-sugar-4lbs-good-38-gather-8482/-/A-78471310,Grocery
31,Del Monte Golden Sweet Whole Kernel Corn - 15.25oz,4.8,9003.0,1.49,https://www.target.com/p/del-monte-golden-sweet-whole-kernel-corn-15-25oz/-/A-13204310,Grocery
32,Organic Cage-Free Fresh Grade A Large Brown Eggs - 12ct - Good &#38; Gather&#8482;,4.6,1017.0,5.39,https://www.target.com/p/organic-cage-free-fresh-grade-a-large-brown-eggs-12ct-good-38-gather-8482/-/A-14662560,Grocery
33,Campbell's Condensed Cream of Chicken Soup - 10.5oz,4.8,998.0,1.39,https://www.target.com/p/campbell-s-condensed-cream-of-chicken-soup-10-5oz/-/A-14770107,Grocery
34,Thomas&#39; Regular English Muffins - 13oz/6ct,4.7,838.0,3.29,https://www.target.com/p/thomas-39-regular-english-muffins-13oz-6ct/-/A-12935769,Grocery
35,Yellow Onion - each,4.5,765.0,0.95,https://www.target.com/p/yellow-onion-each/-/A-13474244,Grocery
36,Del Monte Cut Green Beans - 15.5oz,4.5,501.0,1.49,https://www.target.com/p/del-monte-cut-green-beans-15-5oz/-/A-13204307,Grocery
37,2% Reduced Fat Milk - 0.5gal - Good &#38; Gather&#8482;,4.5,1016.0,1.89,https://www.target.com/p/2-reduced-fat-milk-0-5gal-good-38-gather-8482/-/A-13276128,Grocery
38,Chicken Broth - 32oz - Good &#38; Gather&#8482;,4.7,399.0,1.49,https://www.target.com/p/chicken-broth-32oz-good-38-gather-8482/-/A-54581357,Grocery
39,Cage-Free Fresh Grade A Large Brown Eggs - 12ct - Good &#38; Gather&#8482;,4.6,1174.0,4.59,https://www.target.com/p/cage-free-fresh-grade-a-large-brown-eggs-12ct-good-38-gather-8482/-/A-14662561,Grocery
40,Salted Butter - 1lb - Good & Gather&#8482;,4.8,1135.0,4.69,https://www.target.com/p/salted-butter-1lb-good-gather-8482/-/A-54445965,Grocery
41,Aquafina Pure Unflavored Water - 20 fl oz Bottle,4.6,1347.0,2.29,https://www.target.com/p/aquafina-pure-unflavored-water-20-fl-oz-bottle/-/A-12968797,Grocery
42,Broccoli Florets - 12oz - Good & Gather&#8482;,4.5,990.0,2.99,https://www.target.com/p/broccoli-florets-12oz-good-gather-8482/-/A-54553288,Grocery
43,Cucumber - each,4.4,469.0,0.75,https://www.target.com/p/cucumber-each/-/A-13728423,Grocery
44,White Sandwich Bread - 20oz - Market Pantry&#8482;,4.5,1555.0,1.19,https://www.target.com/p/white-sandwich-bread-20oz-market-pantry-8482/-/A-14930378,Grocery
45,Premium Grape Tomatoes - 10oz - Good &#38; Gather&#8482; (Packaging May Vary),4.7,831.0,2.99,https://www.target.com/p/premium-grape-tomatoes-10oz-good-38-gather-8482-packaging-may-vary/-/A-82667184,Grocery
46,Russet Potatoes - 5lb - Good &#38; Gather&#8482;,4.4,1417.0,2.99,https://www.target.com/p/russet-potatoes-5lb-good-38-gather-8482/-/A-77775602,Grocery
47,Russet Potatoes - each,4.3,461.0,0.99,https://www.target.com/p/russet-potatoes-each/-/A-13474257,Grocery
48,Reese&#39;s Milk Chocolate Peanut Butter Cups Snack Size Candy - 10.5oz,4.8,702.0,4.19,https://www.target.com/p/reese-39-s-milk-chocolate-peanut-butter-cups-snack-size-candy-10-5oz/-/A-13346897,Grocery
49,Mission Taco Size Flour Tortillas - 17.5oz/10ct,4.8,1379.0,2.79,https://www.target.com/p/mission-taco-size-flour-tortillas-17-5oz-10ct/-/A-13101053,Grocery
50,Oscar Mayer Lunchables Turkey &#38; American Cheese - 3.2oz,4.7,80.0,1.99,https://www.target.com/p/oscar-mayer-lunchables-turkey-38-american-cheese-3-2oz/-/A-87430632,Grocery
51,Tri-Colored Bell Peppers - 16oz/3ct - Good &#38; Gather&#8482; (Packaging May Vary),4.6,1007.0,3.39,https://www.target.com/p/tri-colored-bell-peppers-16oz-3ct-good-38-gather-8482-packaging-may-vary/-/A-78832378,Grocery
52,Coca-Cola Zero Sugar - 12pk/12 fl oz Cans,4.7,2110.0,6.99,https://www.target.com/p/coca-cola-zero-sugar-12pk-12-fl-oz-cans/-/A-12958789,Grocery
53,Kraft Jet-Puffed Mini Marshmallows - 10oz,4.8,2644.0,1.59,https://www.target.com/p/kraft-jet-puffed-mini-marshmallows-10oz/-/A-12968785,Grocery
54,Pepperidge Farm Goldfish Cheddar Crackers - 6.6oz,4.8,2275.0,2.69,https://www.target.com/p/pepperidge-farm-goldfish-cheddar-crackers-6-6oz/-/A-13005401,Grocery
55,Purified Drinking Water - 24pk/8 fl oz Bottles - Good & Gather&#8482;,4.7,785.0,4.29,https://www.target.com/p/purified-drinking-water-24pk-8-fl-oz-bottles-good-gather-8482/-/A-54407091,Grocery
56,King&#39;s Hawaiian Original Hawaiian Sweet Rolls - 12oz/12ct,4.8,1053.0,4.89,https://www.target.com/p/king-39-s-hawaiian-original-hawaiian-sweet-rolls-12oz-12ct/-/A-14992709,Grocery
57,Red Onion - each,4.5,822.0,0.95,https://www.target.com/p/red-onion-each/-/A-14917313,Grocery
58,Plain Cream Cheese Bar - 8oz - Good &#38; Gather&#8482;,4.7,1006.0,1.99,https://www.target.com/p/plain-cream-cheese-bar-8oz-good-38-gather-8482/-/A-79694539,Grocery
59,Blackberries - 6oz Package,4.3,975.0,2.79,https://www.target.com/p/blackberries-6oz-package/-/A-26397639,Grocery
60,Stove Top Stuffing Mix for Turkey - 6oz,4.7,443.0,2.49,https://www.target.com/p/stove-top-stuffing-mix-for-turkey-6oz/-/A-12953828,Grocery
61,Chopped Caesar Salad Kit - 11.15oz - Good &#38; Gather&#8482;,4.2,950.0,3.99,https://www.target.com/p/chopped-caesar-salad-kit-11-15oz-good-38-gather-8482/-/A-54560287,Grocery
62,Cheez-It Original Baked Snack Crackers - 12.4oz,4.8,2167.0,3.79,https://www.target.com/p/cheez-it-original-baked-snack-crackers-12-4oz/-/A-13009781,Grocery
63,White Onion - each,4.5,789.0,0.95,https://www.target.com/p/white-onion-each/-/A-14917361,Grocery
64,Angie&#39;s Boomchickapop Sea Salt &#38; Sweet &#38; Salty Kettle Popcorn Bundle - 11.8oz,5.0,3.0,6.29,https://www.target.com/p/angie-39-s-boomchickapop-sea-salt-38-sweet-38-salty-kettle-popcorn-bundle-11-8oz/-/A-81646347,Grocery
65,Cut Green Beans 14.5oz - Good &#38; Gather&#8482;,4.7,486.0,0.55,https://www.target.com/p/cut-green-beans-14-5oz-good-38-gather-8482/-/A-79466791,Grocery
66,OREO Chocolate Sandwich Cookies Family Size - 19.1oz,4.8,1648.0,4.39,https://www.target.com/p/oreo-chocolate-sandwich-cookies-family-size-19-1oz/-/A-14779078,Grocery
67,Extra Spearmint Sugarfree Gum - 35ct,4.8,1039.0,2.99,https://www.target.com/p/extra-spearmint-sugarfree-gum-35ct/-/A-50270120,Grocery
68,Dr Pepper Soda - 20 fl oz Bottle,4.8,1832.0,2.29,https://www.target.com/p/dr-pepper-soda-20-fl-oz-bottle/-/A-12965325,Grocery
69,Maruchan Chicken Ramen Noodle Soup Cup - 2.25oz,4.6,356.0,0.49,https://www.target.com/p/maruchan-chicken-ramen-noodle-soup-cup-2-25oz/-/A-14568314,Grocery
70,Coca-Cola - 10pk/7.5 fl oz Mini-Cans,4.7,7397.0,5.99,https://www.target.com/p/coca-cola-10pk-7-5-fl-oz-mini-cans/-/A-51139832,Grocery
71,M&M's Peanut Chocolate Candies - 3.27oz,4.8,6612.0,1.99,https://www.target.com/p/m-m-s-peanut-chocolate-candies-3-27oz/-/A-13055416,Grocery
72,M&M's Peanut Chocolate Candies - 3.27oz,4.8,6612.0,1.99,https://www.target.com/p/m-m-s-peanut-chocolate-candies-3-27oz/-/A-13055416,Grocery
73,Jiffy Corn Muffin Mix - 8.5oz,4.8,473.0,0.55,https://www.target.com/p/jiffy-corn-muffin-mix-8-5oz/-/A-13376863,Grocery
74,Unsalted Butter - 1lb - Good & Gather&#8482;,4.8,968.0,4.69,https://www.target.com/p/unsalted-butter-1lb-good-gather-8482/-/A-54446566,Grocery
75,Pringles Original Flavored Potato Crisps Chips - 5.2oz,4.7,1805.0,1.99,https://www.target.com/p/pringles-original-flavored-potato-crisps-chips-5-2oz/-/A-13053936,Grocery
76,Finely Shredded Parmesan Cheese - 6oz - Good & Gather&#8482;,4.7,882.0,2.29,https://www.target.com/p/finely-shredded-parmesan-cheese-6oz-good-gather-8482/-/A-54337106,Grocery
77,Disposable Paper Napkins - 230ct - Smartly&#8482;,4.7,2590.0,2.99,https://www.target.com/p/disposable-paper-napkins-230ct-smartly-8482/-/A-75557241,Grocery
78,Swiss Miss Marshmallow Hot Cocoa Mix - 8ct,4.8,437.0,2.19,https://www.target.com/p/swiss-miss-marshmallow-hot-cocoa-mix-8ct/-/A-53442085,Grocery
79,Simply Orange Pulp Free Juice - 52 fl oz,4.8,1394.0,4.19,https://www.target.com/p/simply-orange-pulp-free-juice-52-fl-oz/-/A-13183052,Grocery
80,Classic Caesar Salad Kit - 10.3oz - Good &#38; Gather&#8482;,4.4,906.0,3.99,https://www.target.com/p/classic-caesar-salad-kit-10-3oz-good-38-gather-8482/-/A-54558699,Grocery
81,Vital Farms Pasture-Raised Grade A Large Eggs - 12ct,4.8,778.0,6.79,https://www.target.com/p/vital-farms-pasture-raised-grade-a-large-eggs-12ct/-/A-18783617,Grocery
82,Swiss Miss Milk Chocolate Hot Cocoa Mix  - 8ct,4.7,480.0,2.19,https://www.target.com/p/swiss-miss-milk-chocolate-hot-cocoa-mix-8ct/-/A-53440168,Grocery
83,Golden Sweet Whole Kernel Corn - 15.25oz - Good &#38; Gather&#8482;,4.7,763.0,0.55,https://www.target.com/p/golden-sweet-whole-kernel-corn-15-25oz-good-38-gather-8482/-/A-79466788,Grocery
84,Organic Spring Mix Lettuce - 5oz - Good &#38; Gather&#8482;,4.5,747.0,3.29,https://www.target.com/p/organic-spring-mix-lettuce-5oz-good-38-gather-8482/-/A-54556767,Grocery
85,Pringles Sour Cream &#38; Onion Potato Crisps Chips - 5.5oz,4.6,1778.0,1.99,https://www.target.com/p/pringles-sour-cream-38-onion-potato-crisps-chips-5-5oz/-/A-13053937,Grocery
86,Doritos Nacho Cheese Chips - 9.25oz,4.8,2498.0,4.69,https://www.target.com/p/doritos-nacho-cheese-chips-9-25oz/-/A-14930889,Grocery
87,Sara Lee Honey Wheat Bread - 20oz,4.7,744.0,3.39,https://www.target.com/p/sara-lee-honey-wheat-bread-20oz/-/A-14772934,Grocery
88,Original Apple Cider - 0.5gal - Good &#38; Gather&#8482;,4.4,176.0,4.29,https://www.target.com/p/original-apple-cider-0-5gal-good-38-gather-8482/-/A-82690887,Grocery
89,Simply Lemonade - 52 fl oz,4.8,3184.0,2.79,https://www.target.com/p/simply-lemonade-52-fl-oz/-/A-13183166,Grocery
90,Bubble Yum Original Bubble Gum - 2.82oz/10ct,4.7,1076.0,1.19,https://www.target.com/p/bubble-yum-original-bubble-gum-2-82oz-10ct/-/A-14777409,Grocery
91,Vitamin D Whole Milk - 0.5gal - Good &#38; Gather&#8482;,4.6,829.0,1.89,https://www.target.com/p/vitamin-d-whole-milk-0-5gal-good-38-gather-8482/-/A-12925351,Grocery
92,Hass Avocados - 4ct - Good &#38; Gather&#8482;,4.4,949.0,2.99,https://www.target.com/p/hass-avocados-4ct-good-38-gather-8482/-/A-81957708,Grocery
93,Green Bell Pepper - each,4.4,389.0,0.85,https://www.target.com/p/green-bell-pepper-each/-/A-13728672,Grocery
94,Honeycrisp Apples - 3lb Bag - Good & Gather&#8482;,4.1,490.0,7.59,https://www.target.com/p/honeycrisp-apples-3lb-bag-good-gather-8482/-/A-54579324,Grocery
95,Make-A-Size Paper Towels - 12 Double Rolls - up &#38; up&#8482;,,,14.99,https://www.target.com/p/make-a-size-paper-towels-12-double-rolls-up-38-up-8482/-/A-76633630,Grocery
96,Sara Lee Artesano Bread - 20oz,4.7,880.0,3.39,https://www.target.com/p/sara-lee-artesano-bread-20oz/-/A-39602274,Grocery
97,Nestle Carnation Gluten Free Evaporated Milk - 12 fl oz,4.7,645.0,1.89,https://www.target.com/p/nestle-carnation-gluten-free-evaporated-milk-12-fl-oz/-/A-13056164,Grocery
98,Snickers Fun Size Chocolate Candy Bars - 10.59oz,4.8,775.0,4.89,https://www.target.com/p/snickers-fun-size-chocolate-candy-bars-10-59oz/-/A-13055525,Grocery
99,Dasani Purified Water - 20 fl oz Bottle,4.3,3498.0,2.29,https://www.target.com/p/dasani-purified-water-20-fl-oz-bottle/-/A-12959284,Grocery
100,Nerds Gummy Clusters Candy - 8oz,4.9,1441.0,3.69,https://www.target.com/p/nerds-gummy-clusters-candy-8oz/-/A-80315521,Grocery
101,Sprite - 20 fl oz Bottle,4.8,3974.0,2.29,https://www.target.com/p/sprite-20-fl-oz-bottle/-/A-12953480,Grocery
102,Dr Pepper Soda - 12pk/12 fl oz Cans,4.8,2073.0,6.69,https://www.target.com/p/dr-pepper-soda-12pk-12-fl-oz-cans/-/A-12965290,Grocery
103,Reese's Peanut Butter Cups - 1.5oz,4.8,1495.0,1.19,https://www.target.com/p/reese-s-peanut-butter-cups-1-5oz/-/A-13347550,Grocery
104,Coca-Cola Zero Sugar - 20 fl oz Bottle,4.6,1684.0,2.29,https://www.target.com/p/coca-cola-zero-sugar-20-fl-oz-bottle/-/A-12959319,Grocery
105,Baking Sweet Potato - each,4.4,426.0,1.29,https://www.target.com/p/baking-sweet-potato-each/-/A-14919726,Grocery
106,Snickers Full Size Chocolate Candy Bar - 1.86oz,4.8,1760.0,1.19,https://www.target.com/p/snickers-full-size-chocolate-candy-bar-1-86oz/-/A-13055565,Grocery
107,French's Crispy Fried Onions Original Flavor - 6oz,4.7,1073.0,4.39,https://www.target.com/p/french-s-crispy-fried-onions-original-flavor-6oz/-/A-13397032,Grocery
108,Lunchables Pizza with Pepperoni - 4.3oz,4.6,1178.0,1.99,https://www.target.com/p/lunchables-pizza-with-pepperoni-4-3oz/-/A-12945703,Grocery
109,Standard Aluminum Foil - 85 sq ft - up &#38; up&#8482;,4.7,3049.0,3.59,https://www.target.com/p/standard-aluminum-foil-85-sq-ft-up-38-up-8482/-/A-49093387,Grocery
110,Dasani Purified Water - 24pk/16.9 fl oz Bottles,4.3,3491.0,5.99,https://www.target.com/p/dasani-purified-water-24pk-16-9-fl-oz-bottles/-/A-14978383,Grocery
111,Black Beans - 15.5oz - Good &#38; Gather&#8482;,4.8,522.0,0.85,https://www.target.com/p/black-beans-15-5oz-good-38-gather-8482/-/A-78666524,Grocery
112,Organic Blueberries - 6oz,4.7,300.0,2.89,https://www.target.com/p/organic-blueberries-6oz/-/A-85762477,Grocery
113,Sour Cream - 16oz - Good &#38; Gather&#8482;,4.7,958.0,1.99,https://www.target.com/p/sour-cream-16oz-good-38-gather-8482/-/A-79556010,Grocery
114,Colby Jack Deli Sliced Cheese - 8oz/12 slices - Good &#38; Gather&#8482;,4.8,795.0,2.29,https://www.target.com/p/colby-jack-deli-sliced-cheese-8oz-12-slices-good-38-gather-8482/-/A-54340560,Grocery
115,Ocean Spray Jellied Cranberry Sauce - 14oz,4.5,448.0,2.19,https://www.target.com/p/ocean-spray-jellied-cranberry-sauce-14oz/-/A-12936143,Grocery
116,Aquafina Pure Unflavored Water - 24pk/16.9 fl oz Bottles,4.7,799.0,5.59,https://www.target.com/p/aquafina-pure-unflavored-water-24pk-16-9-fl-oz-bottles/-/A-12959613,Grocery
117,SToK Black Unsweetened Cold Brew Coffee - 48 fl oz,4.6,1074.0,5.49,https://www.target.com/p/stok-black-unsweetened-cold-brew-coffee-48-fl-oz/-/A-50694768,Grocery
118,Tostitos Scoops! Tortilla Chips- 10oz,4.7,1295.0,4.69,https://www.target.com/p/tostitos-scoops-tortilla-chips-10oz/-/A-12990626,Grocery
0,Disposable Paper Napkins - 230ct - Smartly&#8482;,4.7,2590.0,2.99,https://www.target.com/p/disposable-paper-napkins-230ct-smartly-8482/-/A-75557241,Household Essentials
1,Soft &#38; Strong Toilet Paper - 18 Mega Rolls - up &#38; up&#8482;,,,14.99,https://www.target.com/p/soft-38-strong-toilet-paper-18-mega-rolls-up-38-up-8482/-/A-75558489,Household Essentials
2,Make-A-Size Paper Towels - 12 Double Rolls - up &#38; up&#8482;,,,14.99,https://www.target.com/p/make-a-size-paper-towels-12-double-rolls-up-38-up-8482/-/A-76633630,Household Essentials
3,Standard Aluminum Foil - 85 sq ft - up &#38; up&#8482;,4.7,3049.0,3.59,https://www.target.com/p/standard-aluminum-foil-85-sq-ft-up-38-up-8482/-/A-49093387,Household Essentials
4,Disinfecting Wipes Lemon Scent 75 ct - up &#38; up&#8482;,4.8,2402.0,3.19,https://www.target.com/p/disinfecting-wipes-lemon-scent-75-ct-up-38-up-8482/-/A-11212538,Household Essentials
5,Bounty Select-A-Size Paper Towels - 8 Triple Rolls,,,22.19,https://www.target.com/p/bounty-select-a-size-paper-towels-8-triple-rolls/-/A-76564375,Household Essentials
6,Clorox Disinfecting Wipes Bleach Free Cleaning Wipes - Fresh - 9ct,4.8,29416.0,0.99,https://www.target.com/p/clorox-disinfecting-wipes-bleach-free-cleaning-wipes-fresh-9ct/-/A-12992360,Household Essentials
7,Premium Plastic Forks - 48ct - up &#38; up&#8482;,4.8,1514.0,3.99,https://www.target.com/p/premium-plastic-forks-48ct-up-38-up-8482/-/A-15723665,Household Essentials
8,Dixie Everyday 8.5&#34; Paper Plates,,,5.99,https://www.target.com/p/dixie-everyday-8-5-34-paper-plates/-/A-12980948,Household Essentials
9,FlexGuard Tall Kitchen Drawstring Trash Bags - Unscented - 13 Gallon/60ct - up &#38; up&#8482;,,,9.99,https://www.target.com/p/flexguard-tall-kitchen-drawstring-trash-bags-unscented-13-gallon-60ct-up-38-up-8482/-/A-14738971,Household Essentials
10,Clorox Disinfecting Wipes Bleach Free Cleaning Wipes - Crisp Lemon - 75ct,,,5.59,https://www.target.com/p/clorox-disinfecting-wipes-bleach-free-cleaning-wipes-crisp-lemon-75ct/-/A-12992354,Household Essentials
11,The Original Scrub Daddy,4.8,1639.0,3.89,https://www.target.com/p/the-original-scrub-daddy/-/A-16889463,Household Essentials
12,Parchment Paper Roll - 50 sq ft - up &#38; up&#8482;,4.8,1557.0,3.29,https://www.target.com/p/parchment-paper-roll-50-sq-ft-up-38-up-8482/-/A-52018898,Household Essentials
13,Lysol Lemon Breeze Scented All Purpose Cleaner &#38; Disinfectant Spray - 32oz,4.8,1622.0,3.59,https://www.target.com/p/lysol-lemon-breeze-scented-all-purpose-cleaner-38-disinfectant-spray-32oz/-/A-14062784,Household Essentials
14,Clorox ToiletWand Disinfecting Refills Disposable Wand Heads - 10ct,4.1,5422.0,6.99,https://www.target.com/p/clorox-toiletwand-disinfecting-refills-disposable-wand-heads-10ct/-/A-13025050,Household Essentials
15,Sprayway Glass Cleaner Ammonia Free Aerosol - 19oz,4.8,1416.0,2.59,https://www.target.com/p/sprayway-glass-cleaner-ammonia-free-aerosol-19oz/-/A-13933228,Household Essentials
16,Angel Soft Toilet Paper - 16 Mega Rolls,,,12.49,https://www.target.com/p/angel-soft-toilet-paper-16-mega-rolls/-/A-83935772,Household Essentials
17,Scrub Daddy Dual-Sided Scrubber + Sponge - 1ct,4.8,2184.0,3.89,https://www.target.com/p/scrub-daddy-dual-sided-scrubber-sponge-1ct/-/A-53413908,Household Essentials
18,Clorox Toilet Bowl Cleaner Clinging Bleach Gel - Ocean Mist - 24oz/2pk,,,5.29,https://www.target.com/p/clorox-toilet-bowl-cleaner-clinging-bleach-gel-ocean-mist-24oz-2pk/-/A-13341728,Household Essentials
19,Gallon Slider Storage Bags - 40ct - up &#38; up&#8482;,,,2.99,https://www.target.com/p/gallon-slider-storage-bags-40ct-up-38-up-8482/-/A-15698328,Household Essentials
20,Kleenex Hand Paper Towels - 60ct,,,3.19,https://www.target.com/p/kleenex-hand-paper-towels-60ct/-/A-12244380,Household Essentials
21,Cottonelle Ultra CleanCare Toilet Paper - 12 Mega Rolls,,,12.99,https://www.target.com/p/cottonelle-ultra-cleancare-toilet-paper-12-mega-rolls/-/A-75665832,Household Essentials
22,Textured Dot Paper Plate 10&#34; - 54ct - up &#38; up&#8482;,,,5.29,https://www.target.com/p/textured-dot-paper-plate-10-34-54ct-up-38-up-8482/-/A-75666851,Household Essentials
23,Lysol Toilet Bowl Cleaner - Power Twin Pack - 24oz/2pk,4.6,1322.0,4.29,https://www.target.com/p/lysol-toilet-bowl-cleaner-power-twin-pack-24oz-2pk/-/A-75666312,Household Essentials
24,Kleenex Holiday Perfect Fit Canister Facial Tissue - 2pk/50ct,4.5,935.0,4.29,https://www.target.com/p/kleenex-holiday-perfect-fit-canister-facial-tissue-2pk-50ct/-/A-86912999,Household Essentials
25,Dixie Ultra Dinner Paper Bowls - 28ct/20oz,4.8,465.0,4.49,https://www.target.com/p/dixie-ultra-dinner-paper-bowls-28ct-20oz/-/A-14766348,Household Essentials
26,Premium Plastic Spoons - 48ct - up &#38; up&#8482;,4.8,1132.0,3.99,https://www.target.com/p/premium-plastic-spoons-48ct-up-38-up-8482/-/A-15723664,Household Essentials
27,Reynolds Wrap Standard Aluminum Foil - 75 sq ft,4.8,949.0,4.69,https://www.target.com/p/reynolds-wrap-standard-aluminum-foil-75-sq-ft/-/A-14754557,Household Essentials
28,Travel Size Lint Roller 30 Sheets - up &#38; up&#8482;,4.5,1317.0,0.99,https://www.target.com/p/travel-size-lint-roller-30-sheets-up-38-up-8482/-/A-14711575,Household Essentials
29,Disinfecting Wipes Fresh Scent 75 ct - up &#38; up&#8482;,4.8,1545.0,3.19,https://www.target.com/p/disinfecting-wipes-fresh-scent-75-ct-up-38-up-8482/-/A-13972122,Household Essentials
30,Paper Plate Olive Leaf 10&#34; - 54ct - up &#38; up&#8482;,4.8,388.0,5.29,https://www.target.com/p/paper-plate-olive-leaf-10-34-54ct-up-38-up-8482/-/A-84636812,Household Essentials
31,Premium Ultra Strong Toilet Paper - 12 Mega Rolls - up &#38; up&#8482;,,,11.99,https://www.target.com/p/premium-ultra-strong-toilet-paper-12-mega-rolls-up-38-up-8482/-/A-76633642,Household Essentials
32,Clorox Clean-Up All Purpose Cleaner with Bleach Spray Bottle Original - 32oz,4.7,9519.0,4.59,https://www.target.com/p/clorox-clean-up-all-purpose-cleaner-with-bleach-spray-bottle-original-32oz/-/A-13027035,Household Essentials
33,Kleenex Holiday Ultra Soft Facial Tissue - 4pk/120ct,4.5,1738.0,6.79,https://www.target.com/p/kleenex-holiday-ultra-soft-facial-tissue-4pk-120ct/-/A-86912998,Household Essentials
34,Dixie Everyday Disposable Bowls - 12oz,4.8,614.0,3.99,https://www.target.com/p/dixie-everyday-disposable-bowls-12oz/-/A-12969919,Household Essentials
