,product_name,category,rating,ratings_total,price,link
0,Banana - each,Grocery,4.4,5949.0,0.25,https://www.target.com/p/banana-each/-/A-15013944
1,Avocado - each,Grocery,4.2,2779.0,0.89,https://www.target.com/p/avocado-each/-/A-47095644
2,Strawberries - 1lb Package,Grocery,4.1,5172.0,5.29,https://www.target.com/p/strawberries-1lb-package/-/A-13208903
3,Purified Drinking Water - 24pk/16.9 fl oz Bottles -,Grocery,4.7,4701.0,3.59,https://www.target.com/p/purified-drinking-water-24pk-16-9-fl-oz-bottles-good-gather-8482/-/A-54407104
4,Purified Water - 128 fl oz (1gal),Grocery,4.7,2525.0,1.19,https://www.target.com/p/purified-water-128-fl-oz-1gal-good-38-gather-8482/-/A-54444789
5,Distilled Water - 128 fl oz (1gal),Grocery,4.5,2748.0,1.19,https://www.target.com/p/distilled-water-128-fl-oz-1gal-good-38-gather-8482/-/A-54444818
6,2% Reduced Fat Milk - 1gal,Grocery,4.6,2979.0,2.99,https://www.target.com/p/2-reduced-fat-milk-1gal-good-38-gather-8482/-/A-13276204
7,Organic Bananas - 2lb,Grocery,4.2,2126.0,1.49,https://www.target.com/p/organic-bananas-2lb/-/A-85759852
8,Blueberries - 11.2oz,Grocery,4.5,2311.0,3.19,https://www.target.com/p/blueberries-11-2oz/-/A-13208898
9,Lime - each,Grocery,4.6,1010.0,0.39,https://www.target.com/p/lime-each/-/A-15026731
10,Grade A Large Eggs - 12ct (Packaging May Vary),Grocery,4.6,2526.0,3.59,https://www.target.com/p/grade-a-large-eggs-12ct-good-38-gather-8482-packaging-may-vary/-/A-14713534
11,Lemon - each,Grocery,4.7,1204.0,0.69,https://www.target.com/p/lemon-each/-/A-15013629
12,Grade A Large Eggs - 18ct (Packaging May Vary),Grocery,4.6,2941.0,5.29,https://www.target.com/p/grade-a-large-eggs-18ct-good-38-gather-8482-packaging-may-vary/-/A-14713533
13,Driscoll's Raspberries - 6oz Package,Grocery,4.2,1635.0,3.59,https://www.target.com/p/driscoll-s-raspberries-6oz-package/-/A-13208899
14,Shredded Mexican-Style Cheese - 8oz,Grocery,4.7,1494.0,2.29,https://www.target.com/p/shredded-mexican-style-cheese-8oz-good-38-gather-8482/-/A-54337113
15,Campbell's Condensed Cream of Mushroom Soup - 10.5oz,Grocery,4.7,2852.0,1.39,https://www.target.com/p/campbell-s-condensed-cream-of-mushroom-soup-10-5oz/-/A-14770109
16,Diet Coke - 12pk/12 fl oz Cans,Grocery,4.5,4644.0,6.99,https://www.target.com/p/diet-coke-12pk-12-fl-oz-cans/-/A-12953514
17,Coca-Cola - 12pk/12 fl oz Cans,Grocery,4.7,8958.0,6.99,https://www.target.com/p/coca-cola-12pk-12-fl-oz-cans/-/A-12953464
18,Coca-Cola - 20 fl oz Bottle,Grocery,4.7,8430.0,2.29,https://www.target.com/p/coca-cola-20-fl-oz-bottle/-/A-12953529
19,Navel Orange - each,Grocery,4.4,650.0,0.79,https://www.target.com/p/navel-orange-each/-/A-15026732
20,smartwater - 20 fl oz Bottle,Grocery,4.8,1482.0,2.39,https://www.target.com/p/smartwater-20-fl-oz-bottle/-/A-51494100
21,Libby's 100% Pure Pumpkin - 15oz,Grocery,4.1,948.0,2.79,https://www.target.com/p/libby-s-100-pure-pumpkin-15oz/-/A-14746100
22,Plain Bagels - 20oz/6ct,Grocery,4.8,1173.0,4.29,https://www.target.com/p/thomas-39-plain-bagels-20oz-6ct/-/A-12968882
23,Baby-Cut Carrots - 1lb,Grocery,4.7,1416.0,0.99,https://www.target.com/p/baby-cut-carrots-1lb-good-38-gather-8482/-/A-54556735
24,All Natural 93/7 Ground Beef - 1lb,Grocery,4.6,1065.0,6.69,https://www.target.com/p/all-natural-93-7-ground-beef-1lb-good-38-gather-8482/-/A-13288296
25,Diet Coke - 20 fl oz Bottle,Grocery,4.5,4317.0,2.29,https://www.target.com/p/diet-coke-20-fl-oz-bottle/-/A-12959161
26,Half ; Half - 32 fl oz (1qt),Grocery,4.7,881.0,2.59,https://www.target.com/p/half-38-half-32-fl-oz-1qt-good-38-gather-8482/-/A-54550900
27,1% Low Fat Milk - 1gal,Grocery,4.6,825.0,2.99,https://www.target.com/p/1-low-fat-milk-1gal-good-38-gather-8482/-/A-13276131
28,English Cucumber - each,Grocery,4.4,817.0,1.59,https://www.target.com/p/english-cucumber-each/-/A-13219631
29,Shredded Mozzarella Cheese - 8oz -,Grocery,4.7,1184.0,2.29,https://www.target.com/p/shredded-mozzarella-cheese-8oz-good-gather-8482/-/A-54337119
30,Granulated Sugar - 4lbs,Grocery,4.7,1570.0,2.99,https://www.target.com/p/granulated-sugar-4lbs-good-38-gather-8482/-/A-78471310
31,Del Monte Golden Sweet Whole Kernel Corn - 15.25oz,Grocery,4.8,9003.0,1.49,https://www.target.com/p/del-monte-golden-sweet-whole-kernel-corn-15-25oz/-/A-13204310
32,Organic Cage-Free Fresh Grade A Large Brown Eggs - 12ct,Grocery,4.6,1017.0,5.39,https://www.target.com/p/organic-cage-free-fresh-grade-a-large-brown-eggs-12ct-good-38-gather-8482/-/A-14662560
33,Campbell's Condensed Cream of Chicken Soup - 10.5oz,Grocery,4.8,998.0,1.39,https://www.target.com/p/campbell-s-condensed-cream-of-chicken-soup-10-5oz/-/A-14770107
34,Regular English Muffins - 13oz/6ct,Grocery,4.7,838.0,3.29,https://www.target.com/p/thomas-39-regular-english-muffins-13oz-6ct/-/A-12935769
35,Yellow Onion - each,Grocery,4.5,765.0,0.95,https://www.target.com/p/yellow-onion-each/-/A-13474244
36,Del Monte Cut Green Beans - 15.5oz,Grocery,4.5,501.0,1.49,https://www.target.com/p/del-monte-cut-green-beans-15-5oz/-/A-13204307
37,2% Reduced Fat Milk - 0.5gal,Grocery,4.5,1016.0,1.89,https://www.target.com/p/2-reduced-fat-milk-0-5gal-good-38-gather-8482/-/A-13276128
38,Chicken Broth - 32oz,Grocery,4.7,399.0,1.49,https://www.target.com/p/chicken-broth-32oz-good-38-gather-8482/-/A-54581357
39,Cage-Free Fresh Grade A Large Brown Eggs - 12ct,Grocery,4.6,1174.0,4.59,https://www.target.com/p/cage-free-fresh-grade-a-large-brown-eggs-12ct-good-38-gather-8482/-/A-14662561
40,Salted Butter - 1lb -,Grocery,4.8,1135.0,4.69,https://www.target.com/p/salted-butter-1lb-good-gather-8482/-/A-54445965
41,Aquafina Pure Unflavored Water - 20 fl oz Bottle,Grocery,4.6,1347.0,2.29,https://www.target.com/p/aquafina-pure-unflavored-water-20-fl-oz-bottle/-/A-12968797
42,Broccoli Florets - 12oz -,Grocery,4.5,990.0,2.99,https://www.target.com/p/broccoli-florets-12oz-good-gather-8482/-/A-54553288
43,Cucumber - each,Grocery,4.4,469.0,0.75,https://www.target.com/p/cucumber-each/-/A-13728423
44,White Sandwich Bread - 20oz - Market,Grocery,4.5,1555.0,1.19,https://www.target.com/p/white-sandwich-bread-20oz-market-pantry-8482/-/A-14930378
45,Premium Grape Tomatoes - 10oz (Packaging May Vary),Grocery,4.7,831.0,2.99,https://www.target.com/p/premium-grape-tomatoes-10oz-good-38-gather-8482-packaging-may-vary/-/A-82667184
46,Russet Potatoes - 5lb,Grocery,4.4,1417.0,2.99,https://www.target.com/p/russet-potatoes-5lb-good-38-gather-8482/-/A-77775602
47,Russet Potatoes - each,Grocery,4.3,461.0,0.99,https://www.target.com/p/russet-potatoes-each/-/A-13474257
48,Milk Chocolate Peanut Butter Cups Snack Size Candy - 10.5oz,Grocery,4.8,702.0,4.19,https://www.target.com/p/reese-39-s-milk-chocolate-peanut-butter-cups-snack-size-candy-10-5oz/-/A-13346897
49,Mission Taco Size Flour Tortillas - 17.5oz/10ct,Grocery,4.8,1379.0,2.79,https://www.target.com/p/mission-taco-size-flour-tortillas-17-5oz-10ct/-/A-13101053
50,Oscar Mayer Lunchables American Cheese - 3.2oz,Grocery,4.7,80.0,1.99,https://www.target.com/p/oscar-mayer-lunchables-turkey-38-american-cheese-3-2oz/-/A-87430632
51,Tri-Colored Bell Peppers - 16oz/3ct (Packaging May Vary),Grocery,4.6,1007.0,3.39,https://www.target.com/p/tri-colored-bell-peppers-16oz-3ct-good-38-gather-8482-packaging-may-vary/-/A-78832378
52,Coca-Cola Zero Sugar - 12pk/12 fl oz Cans,Grocery,4.7,2110.0,6.99,https://www.target.com/p/coca-cola-zero-sugar-12pk-12-fl-oz-cans/-/A-12958789
53,Kraft Jet-Puffed Mini Marshmallows - 10oz,Grocery,4.8,2644.0,1.59,https://www.target.com/p/kraft-jet-puffed-mini-marshmallows-10oz/-/A-12968785
54,Pepperidge Farm Goldfish Cheddar Crackers - 6.6oz,Grocery,4.8,2275.0,2.69,https://www.target.com/p/pepperidge-farm-goldfish-cheddar-crackers-6-6oz/-/A-13005401
55,Purified Drinking Water - 24pk/8 fl oz Bottles -,Grocery,4.7,785.0,4.29,https://www.target.com/p/purified-drinking-water-24pk-8-fl-oz-bottles-good-gather-8482/-/A-54407091
56,Hawaiian Original Hawaiian Sweet Rolls - 12oz/12ct,Grocery,4.8,1053.0,4.89,https://www.target.com/p/king-39-s-hawaiian-original-hawaiian-sweet-rolls-12oz-12ct/-/A-14992709
57,Red Onion - each,Grocery,4.5,822.0,0.95,https://www.target.com/p/red-onion-each/-/A-14917313
58,Plain Cream Cheese Bar - 8oz,Grocery,4.7,1006.0,1.99,https://www.target.com/p/plain-cream-cheese-bar-8oz-good-38-gather-8482/-/A-79694539
59,Blackberries - 6oz Package,Grocery,4.3,975.0,2.79,https://www.target.com/p/blackberries-6oz-package/-/A-26397639
60,Stove Top Stuffing Mix for Turkey - 6oz,Grocery,4.7,443.0,2.49,https://www.target.com/p/stove-top-stuffing-mix-for-turkey-6oz/-/A-12953828
61,Chopped Caesar Salad Kit - 11.15oz,Grocery,4.2,950.0,3.99,https://www.target.com/p/chopped-caesar-salad-kit-11-15oz-good-38-gather-8482/-/A-54560287
62,Cheez-It Original Baked Snack Crackers - 12.4oz,Grocery,4.8,2167.0,3.79,https://www.target.com/p/cheez-it-original-baked-snack-crackers-12-4oz/-/A-13009781
63,White Onion - each,Grocery,4.5,789.0,0.95,https://www.target.com/p/white-onion-each/-/A-14917361
64,Boomchickapop Sea Salty Kettle Popcorn Bundle - 11.8oz,Grocery,5.0,3.0,6.29,https://www.target.com/p/angie-39-s-boomchickapop-sea-salt-38-sweet-38-salty-kettle-popcorn-bundle-11-8oz/-/A-81646347
65,Cut Green Beans 14.5oz,Grocery,4.7,486.0,0.55,https://www.target.com/p/cut-green-beans-14-5oz-good-38-gather-8482/-/A-79466791
66,OREO Chocolate Sandwich Cookies Family Size - 19.1oz,Grocery,4.8,1648.0,4.39,https://www.target.com/p/oreo-chocolate-sandwich-cookies-family-size-19-1oz/-/A-14779078
67,Extra Spearmint Sugarfree Gum - 35ct,Grocery,4.8,1039.0,2.99,https://www.target.com/p/extra-spearmint-sugarfree-gum-35ct/-/A-50270120
68,Dr Pepper Soda - 20 fl oz Bottle,Grocery,4.8,1832.0,2.29,https://www.target.com/p/dr-pepper-soda-20-fl-oz-bottle/-/A-12965325
69,Maruchan Chicken Ramen Noodle Soup Cup - 2.25oz,Grocery,4.6,356.0,0.49,https://www.target.com/p/maruchan-chicken-ramen-noodle-soup-cup-2-25oz/-/A-14568314
70,Coca-Cola - 10pk/7.5 fl oz Mini-Cans,Grocery,4.7,7397.0,5.99,https://www.target.com/p/coca-cola-10pk-7-5-fl-oz-mini-cans/-/A-51139832
71,M&M's Peanut Chocolate Candies - 3.27oz,Grocery,4.8,6612.0,1.99,https://www.target.com/p/m-m-s-peanut-chocolate-candies-3-27oz/-/A-13055416
72,M&M's Peanut Chocolate Candies - 3.27oz,Grocery,4.8,6612.0,1.99,https://www.target.com/p/m-m-s-peanut-chocolate-candies-3-27oz/-/A-13055416
73,Jiffy Corn Muffin Mix - 8.5oz,Grocery,4.8,473.0,0.55,https://www.target.com/p/jiffy-corn-muffin-mix-8-5oz/-/A-13376863
74,Unsalted Butter - 1lb -,Grocery,4.8,968.0,4.69,https://www.target.com/p/unsalted-butter-1lb-good-gather-8482/-/A-54446566
75,Pringles Original Flavored Potato Crisps Chips - 5.2oz,Grocery,4.7,1805.0,1.99,https://www.target.com/p/pringles-original-flavored-potato-crisps-chips-5-2oz/-/A-13053936
76,Finely Shredded Parmesan Cheese - 6oz -,Grocery,4.7,882.0,2.29,https://www.target.com/p/finely-shredded-parmesan-cheese-6oz-good-gather-8482/-/A-54337106
77,Disposable Paper Napkins - 230ct -,Grocery,4.7,2590.0,2.99,https://www.target.com/p/disposable-paper-napkins-230ct-smartly-8482/-/A-75557241
78,Swiss Miss Marshmallow Hot Cocoa Mix - 8ct,Grocery,4.8,437.0,2.19,https://www.target.com/p/swiss-miss-marshmallow-hot-cocoa-mix-8ct/-/A-53442085
79,Simply Orange Pulp Free Juice - 52 fl oz,Grocery,4.8,1394.0,4.19,https://www.target.com/p/simply-orange-pulp-free-juice-52-fl-oz/-/A-13183052
80,Classic Caesar Salad Kit - 10.3oz,Grocery,4.4,906.0,3.99,https://www.target.com/p/classic-caesar-salad-kit-10-3oz-good-38-gather-8482/-/A-54558699
81,Vital Farms Pasture-Raised Grade A Large Eggs - 12ct,Grocery,4.8,778.0,6.79,https://www.target.com/p/vital-farms-pasture-raised-grade-a-large-eggs-12ct/-/A-18783617
82,Swiss Miss Milk Chocolate Hot Cocoa Mix - 8ct,Grocery,4.7,480.0,2.19,https://www.target.com/p/swiss-miss-milk-chocolate-hot-cocoa-mix-8ct/-/A-53440168
83,Golden Sweet Whole Kernel Corn - 15.25oz,Grocery,4.7,763.0,0.55,https://www.target.com/p/golden-sweet-whole-kernel-corn-15-25oz-good-38-gather-8482/-/A-79466788
84,Organic Spring Mix Lettuce - 5oz,Grocery,4.5,747.0,3.29,https://www.target.com/p/organic-spring-mix-lettuce-5oz-good-38-gather-8482/-/A-54556767
85,Pringles Sour Onion Potato Crisps Chips - 5.5oz,Grocery,4.6,1778.0,1.99,https://www.target.com/p/pringles-sour-cream-38-onion-potato-crisps-chips-5-5oz/-/A-13053937
86,Doritos Nacho Cheese Chips - 9.25oz,Grocery,4.8,2498.0,4.69,https://www.target.com/p/doritos-nacho-cheese-chips-9-25oz/-/A-14930889
87,Sara Lee Honey Wheat Bread - 20oz,Grocery,4.7,744.0,3.39,https://www.target.com/p/sara-lee-honey-wheat-bread-20oz/-/A-14772934
88,Original Apple Cider - 0.5gal,Grocery,4.4,176.0,4.29,https://www.target.com/p/original-apple-cider-0-5gal-good-38-gather-8482/-/A-82690887
89,Simply Lemonade - 52 fl oz,Grocery,4.8,3184.0,2.79,https://www.target.com/p/simply-lemonade-52-fl-oz/-/A-13183166
90,Bubble Yum Original Bubble Gum - 2.82oz/10ct,Grocery,4.7,1076.0,1.19,https://www.target.com/p/bubble-yum-original-bubble-gum-2-82oz-10ct/-/A-14777409
91,Vitamin D Whole Milk - 0.5gal,Grocery,4.6,829.0,1.89,https://www.target.com/p/vitamin-d-whole-milk-0-5gal-good-38-gather-8482/-/A-12925351
92,Hass Avocados - 4ct,Grocery,4.4,949.0,2.99,https://www.target.com/p/hass-avocados-4ct-good-38-gather-8482/-/A-81957708
93,Green Bell Pepper - each,Grocery,4.4,389.0,0.85,https://www.target.com/p/green-bell-pepper-each/-/A-13728672
94,Honeycrisp Apples - 3lb Bag -,Grocery,4.1,490.0,7.59,https://www.target.com/p/honeycrisp-apples-3lb-bag-good-gather-8482/-/A-54579324
96,Sara Lee Artesano Bread - 20oz,Grocery,4.7,880.0,3.39,https://www.target.com/p/sara-lee-artesano-bread-20oz/-/A-39602274
97,Nestle Carnation Gluten Free Evaporated Milk - 12 fl oz,Grocery,4.7,645.0,1.89,https://www.target.com/p/nestle-carnation-gluten-free-evaporated-milk-12-fl-oz/-/A-13056164
98,Snickers Fun Size Chocolate Candy Bars - 10.59oz,Grocery,4.8,775.0,4.89,https://www.target.com/p/snickers-fun-size-chocolate-candy-bars-10-59oz/-/A-13055525
99,Dasani Purified Water - 20 fl oz Bottle,Grocery,4.3,3498.0,2.29,https://www.target.com/p/dasani-purified-water-20-fl-oz-bottle/-/A-12959284
100,Nerds Gummy Clusters Candy - 8oz,Grocery,4.9,1441.0,3.69,https://www.target.com/p/nerds-gummy-clusters-candy-8oz/-/A-80315521
101,Sprite - 20 fl oz Bottle,Grocery,4.8,3974.0,2.29,https://www.target.com/p/sprite-20-fl-oz-bottle/-/A-12953480
102,Dr Pepper Soda - 12pk/12 fl oz Cans,Grocery,4.8,2073.0,6.69,https://www.target.com/p/dr-pepper-soda-12pk-12-fl-oz-cans/-/A-12965290
103,Reese's Peanut Butter Cups - 1.5oz,Grocery,4.8,1495.0,1.19,https://www.target.com/p/reese-s-peanut-butter-cups-1-5oz/-/A-13347550
104,Coca-Cola Zero Sugar - 20 fl oz Bottle,Grocery,4.6,1684.0,2.29,https://www.target.com/p/coca-cola-zero-sugar-20-fl-oz-bottle/-/A-12959319
105,Baking Sweet Potato - each,Grocery,4.4,426.0,1.29,https://www.target.com/p/baking-sweet-potato-each/-/A-14919726
106,Snickers Full Size Chocolate Candy Bar - 1.86oz,Grocery,4.8,1760.0,1.19,https://www.target.com/p/snickers-full-size-chocolate-candy-bar-1-86oz/-/A-13055565
107,French's Crispy Fried Onions Original Flavor - 6oz,Grocery,4.7,1073.0,4.39,https://www.target.com/p/french-s-crispy-fried-onions-original-flavor-6oz/-/A-13397032
108,Lunchables Pizza with Pepperoni - 4.3oz,Grocery,4.6,1178.0,1.99,https://www.target.com/p/lunchables-pizza-with-pepperoni-4-3oz/-/A-12945703
109,Standard Aluminum Foil - 85 sq ft,Grocery,4.7,3049.0,3.59,https://www.target.com/p/standard-aluminum-foil-85-sq-ft-up-38-up-8482/-/A-49093387
110,Dasani Purified Water - 24pk/16.9 fl oz Bottles,Grocery,4.3,3491.0,5.99,https://www.target.com/p/dasani-purified-water-24pk-16-9-fl-oz-bottles/-/A-14978383
111,Black Beans - 15.5oz,Grocery,4.8,522.0,0.85,https://www.target.com/p/black-beans-15-5oz-good-38-gather-8482/-/A-78666524
112,Organic Blueberries - 6oz,Grocery,4.7,300.0,2.89,https://www.target.com/p/organic-blueberries-6oz/-/A-85762477
113,Sour Cream - 16oz,Grocery,4.7,958.0,1.99,https://www.target.com/p/sour-cream-16oz-good-38-gather-8482/-/A-79556010
114,Colby Jack Deli Sliced Cheese - 8oz/12 slices,Grocery,4.8,795.0,2.29,https://www.target.com/p/colby-jack-deli-sliced-cheese-8oz-12-slices-good-38-gather-8482/-/A-54340560
115,Ocean Spray Jellied Cranberry Sauce - 14oz,Grocery,4.5,448.0,2.19,https://www.target.com/p/ocean-spray-jellied-cranberry-sauce-14oz/-/A-12936143
116,Aquafina Pure Unflavored Water - 24pk/16.9 fl oz Bottles,Grocery,4.7,799.0,5.59,https://www.target.com/p/aquafina-pure-unflavored-water-24pk-16-9-fl-oz-bottles/-/A-12959613
117,SToK Black Unsweetened Cold Brew Coffee - 48 fl oz,Grocery,4.6,1074.0,5.49,https://www.target.com/p/stok-black-unsweetened-cold-brew-coffee-48-fl-oz/-/A-50694768
118,Tostitos Scoops! Tortilla Chips- 10oz,Grocery,4.7,1295.0,4.69,https://www.target.com/p/tostitos-scoops-tortilla-chips-10oz/-/A-12990626
119,Disposable Paper Napkins - 230ct -,Household Essentials,4.7,2590.0,2.99,https://www.target.com/p/disposable-paper-napkins-230ct-smartly-8482/-/A-75557241
122,Standard Aluminum Foil - 85 sq ft,Household Essentials,4.7,3049.0,3.59,https://www.target.com/p/standard-aluminum-foil-85-sq-ft-up-38-up-8482/-/A-49093387
123,Disinfecting Wipes Lemon Scent 75 ct,Household Essentials,4.8,2402.0,3.19,https://www.target.com/p/disinfecting-wipes-lemon-scent-75-ct-up-38-up-8482/-/A-11212538
125,Clorox Disinfecting Wipes Bleach Free Cleaning Wipes - Fresh - 9ct,Household Essentials,4.8,29416.0,0.99,https://www.target.com/p/clorox-disinfecting-wipes-bleach-free-cleaning-wipes-fresh-9ct/-/A-12992360
126,Premium Plastic Forks - 48ct,Household Essentials,4.8,1514.0,3.99,https://www.target.com/p/premium-plastic-forks-48ct-up-38-up-8482/-/A-15723665
130,The Original Scrub Daddy,Household Essentials,4.8,1639.0,3.89,https://www.target.com/p/the-original-scrub-daddy/-/A-16889463
131,Parchment Paper Roll - 50 sq ft,Household Essentials,4.8,1557.0,3.29,https://www.target.com/p/parchment-paper-roll-50-sq-ft-up-38-up-8482/-/A-52018898
132,Lysol Lemon Breeze Scented All Purpose Disinfectant Spray - 32oz,Household Essentials,4.8,1622.0,3.59,https://www.target.com/p/lysol-lemon-breeze-scented-all-purpose-cleaner-38-disinfectant-spray-32oz/-/A-14062784
133,Clorox ToiletWand Disinfecting Refills Disposable Wand Heads - 10ct,Household Essentials,4.1,5422.0,6.99,https://www.target.com/p/clorox-toiletwand-disinfecting-refills-disposable-wand-heads-10ct/-/A-13025050
134,Sprayway Glass Cleaner Ammonia Free Aerosol - 19oz,Household Essentials,4.8,1416.0,2.59,https://www.target.com/p/sprayway-glass-cleaner-ammonia-free-aerosol-19oz/-/A-13933228
136,Scrub Daddy Dual-Sided Scrubber + Sponge - 1ct,Household Essentials,4.8,2184.0,3.89,https://www.target.com/p/scrub-daddy-dual-sided-scrubber-sponge-1ct/-/A-53413908
142,Lysol Toilet Bowl Cleaner - Power Twin Pack - 24oz/2pk,Household Essentials,4.6,1322.0,4.29,https://www.target.com/p/lysol-toilet-bowl-cleaner-power-twin-pack-24oz-2pk/-/A-75666312
143,Kleenex Holiday Perfect Fit Canister Facial Tissue - 2pk/50ct,Household Essentials,4.5,935.0,4.29,https://www.target.com/p/kleenex-holiday-perfect-fit-canister-facial-tissue-2pk-50ct/-/A-86912999
144,Dixie Ultra Dinner Paper Bowls - 28ct/20oz,Household Essentials,4.8,465.0,4.49,https://www.target.com/p/dixie-ultra-dinner-paper-bowls-28ct-20oz/-/A-14766348
145,Premium Plastic Spoons - 48ct,Household Essentials,4.8,1132.0,3.99,https://www.target.com/p/premium-plastic-spoons-48ct-up-38-up-8482/-/A-15723664
146,Reynolds Wrap Standard Aluminum Foil - 75 sq ft,Household Essentials,4.8,949.0,4.69,https://www.target.com/p/reynolds-wrap-standard-aluminum-foil-75-sq-ft/-/A-14754557
147,Travel Size Lint Roller 30 Sheets,Household Essentials,4.5,1317.0,0.99,https://www.target.com/p/travel-size-lint-roller-30-sheets-up-38-up-8482/-/A-14711575
148,Disinfecting Wipes Fresh Scent 75 ct,Household Essentials,4.8,1545.0,3.19,https://www.target.com/p/disinfecting-wipes-fresh-scent-75-ct-up-38-up-8482/-/A-13972122
149,Paper Plate Olive Leaf - 54ct,Household Essentials,4.8,388.0,5.29,https://www.target.com/p/paper-plate-olive-leaf-10-34-54ct-up-38-up-8482/-/A-84636812
151,Clorox Clean-Up All Purpose Cleaner with Bleach Spray Bottle Original - 32oz,Household Essentials,4.7,9519.0,4.59,https://www.target.com/p/clorox-clean-up-all-purpose-cleaner-with-bleach-spray-bottle-original-32oz/-/A-13027035
152,Kleenex Holiday Ultra Soft Facial Tissue - 4pk/120ct,Household Essentials,4.5,1738.0,6.79,https://www.target.com/p/kleenex-holiday-ultra-soft-facial-tissue-4pk-120ct/-/A-86912998
153,Dixie Everyday Disposable Bowls - 12oz,Household Essentials,4.8,614.0,3.99,https://www.target.com/p/dixie-everyday-disposable-bowls-12oz/-/A-12969919
154,Comet Lemon Fresh Disinfectant Cleanser with Bleach - 21oz,Household Essentials,4.8,994.0,0.99,https://www.target.com/p/comet-lemon-fresh-disinfectant-cleanser-with-bleach-21oz/-/A-13923950
155,Kleenex Perfect Fit Facial Tissue - 4pk/50ct,Household Essentials,4.6,6457.0,7.49,https://www.target.com/p/kleenex-perfect-fit-facial-tissue-4pk-50ct/-/A-16719210
156,"Dawn Platinum Powerwash Dish Spray, Dish Soap Refill - Fresh Scent - 16oz",Household Essentials,4.6,2278.0,3.99,https://www.target.com/p/dawn-platinum-powerwash-dish-spray-dish-soap-refill-fresh-scent-16oz/-/A-77789613
157,Windex Glass Cleaner Original Blue Spray - 26 fl oz,Household Essentials,4.7,4253.0,4.79,https://www.target.com/p/windex-glass-cleaner-original-blue-spray-26-fl-oz/-/A-53411349
158,Dawn Platinum Powerwash Dishwashing Liquid Dish Soap Spray - Fresh Scent - 16oz,Household Essentials,4.4,2584.0,4.99,https://www.target.com/p/dawn-platinum-powerwash-dishwashing-liquid-dish-soap-spray-fresh-scent-16oz/-/A-77789611
160,Clorox Clean-Up All Purpose Cleaner with Bleach Spray Bottle Rain Clean Scent - 32 fl oz,Household Essentials,4.8,1444.0,4.59,https://www.target.com/p/clorox-clean-up-all-purpose-cleaner-with-bleach-spray-bottle-rain-clean-scent-32-fl-oz/-/A-13028422
161,Arm ; Hammer Room Extra Strength Odor Eliminator - 42.6oz,Household Essentials,4.7,1471.0,2.19,https://www.target.com/p/arm-38-hammer-carpet-38-room-extra-strength-odor-eliminator-42-6oz/-/A-76161784
163,Comet with Bleach Disinfectant Cleanser Scratch Free - 21oz,Household Essentials,4.8,723.0,0.99,https://www.target.com/p/comet-with-bleach-disinfectant-cleanser-scratch-free-21oz/-/A-13219649
164,White Disposable Cup - 3 fl oz - 150ct -,Household Essentials,4.7,894.0,2.49,https://www.target.com/p/white-disposable-cup-3-fl-oz-150ct-smartly-8482/-/A-75557230
165,OxiClean Laundry Stain Remover Spray - 21.5 fl oz,Household Essentials,4.5,9180.0,3.39,https://www.target.com/p/oxiclean-laundry-stain-remover-spray-21-5-fl-oz/-/A-12856508
167,OxiClean Laundry Stain Remover Spray - 21.5 fl oz,Household Essentials,4.5,9180.0,3.39,https://www.target.com/p/oxiclean-laundry-stain-remover-spray-21-5-fl-oz/-/A-12856508
170,Kids Printed Paper Plate 8. - 40ct,Household Essentials,4.9,1517.0,2.69,https://www.target.com/p/kids-printed-paper-plate-8-5-34-40ct-up-38-up-8482/-/A-75666860
171,Heavy Duty White Paper Plates 8. -,Household Essentials,4.7,758.0,3.59,https://www.target.com/p/heavy-duty-white-paper-plates-8-5-34-55ct-up-38-up-8482/-/A-78774789
173,Clorox Bleach Free Disinfecting Wipes Value Pack - 105ct/3pk,Household Essentials,4.8,24575.0,7.39,https://www.target.com/p/clorox-bleach-free-disinfecting-wipes-value-pack-105ct-3pk/-/A-12992464
174,Kleenex Winter Hand Paper Towels - 55ct,Household Essentials,4.5,1716.0,3.19,https://www.target.com/p/kleenex-winter-hand-paper-towels-55ct/-/A-86912997
175,Holiday Ultra Soft Facial Tissue - 65ct/4pk,Household Essentials,4.4,39.0,5.29,https://www.target.com/p/holiday-ultra-soft-facial-tissue-65ct-4pk-up-38-up-8482/-/A-86086744
176,"Cascade Complete Dishwasher Detergent Gel with Dawn Grease Fighting Power, Citrus Breeze Scent - 75oz",Household Essentials,4.6,893.0,6.79,https://www.target.com/p/cascade-complete-dishwasher-detergent-gel-with-dawn-grease-fighting-power-citrus-breeze-scent-75oz/-/A-13044037
177,Shout Triple-Acting Stain Remover Spray - 22 fl oz,Household Essentials,4.7,1307.0,3.59,https://www.target.com/p/shout-triple-acting-stain-remover-spray-22-fl-oz/-/A-12972708
178,Mr. Clean Multi Surface All Purpose Cleaner - Febreze Meadows and Rain Scent - 45 fl oz,Household Essentials,4.9,942.0,3.29,https://www.target.com/p/mr-clean-multi-surface-all-purpose-cleaner-febreze-meadows-and-rain-scent-45-fl-oz/-/A-75661939
180,Slider Gallon Freezer Bags 30ct,Household Essentials,4.7,1082.0,2.99,https://www.target.com/p/slider-gallon-freezer-bags-30ct-up-38-up-8482/-/A-15698323
